Department,Gender,Age,Job_Title,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
8,1,58,4,1,0,3,5850.0,49,41,20,4,75,7,3,2,3.83,0
3,1,37,1,5,1,3,7800.0,52,31,27,4,50,15,38,1,1.13,0
8,1,41,1,5,0,3,7800.0,58,14,21,2,50,19,84,0,1.62,0
4,1,47,3,4,1,3,4550.0,39,41,6,2,100,17,9,0,4.4,0
2,2,45,0,1,1,5,9000.0,37,28,15,11,50,13,75,1,3.34,0
2,1,60,1,7,1,5,9000.0,53,14,13,10,25,3,40,2,2.23,0
5,2,31,5,2,2,2,6000.0,39,40,23,3,0,2,95,1,2.05,0
2,1,35,5,8,1,5,7500.0,34,29,15,8,25,7,88,0,2.67,1
2,0,28,6,1,1,3,7150.0,43,49,18,6,0,12,0,0,3.57,0
7,1,34,3,1,1,2,4200.0,40,43,8,12,100,19,11,0,3.39,0
4,0,47,1,3,1,4,8400.0,32,49,23,3,50,6,34,2,2.32,0
0,2,60,1,4,0,1,6600.0,59,34,24,0,25,3,60,1,3.9,0
8,1,60,2,7,0,4,5600.0,38,41,11,6,75,10,34,1,3.01,0
0,2,40,6,8,1,2,6600.0,45,47,27,2,50,7,47,0,1.53,0
6,2,55,0,0,1,2,7200.0,56,12,15,9,100,4,32,0,3.18,0
7,1,57,5,4,0,5,7500.0,49,4,8,2,75,17,42,2,2.4,0
6,2,39,4,6,0,1,4950.0,46,30,23,4,0,17,15,2,3.55,0
6,2,31,4,8,1,4,6300.0,54,1,24,11,50,10,27,0,4.73,1
4,2,43,5,8,1,4,7000.0,32,4,3,1,75,4,20,1,2.32,0
8,2,39,4,1,1,4,6300.0,45,9,23,3,75,16,16,1,2.1,0
2,2,24,3,5,1,3,4550.0,55,40,0,4,25,2,76,1,1.03,1
2,2,35,5,6,2,3,6500.0,36,32,9,1,0,6,45,1,4.1,0
5,1,24,2,8,1,2,4800.0,52,25,15,13,100,10,9,1,1.86,0
6,2,52,5,8,1,5,7500.0,51,6,19,7,50,6,74,2,3.24,0
0,2,58,5,6,0,3,6500.0,37,36,21,8,0,12,55,1,4.27,0
3,2,33,4,6,0,3,5850.0,35,17,14,0,100,8,46,0,2.59,0
3,1,46,6,8,1,1,6050.0,38,20,9,14,25,18,31,0,4.23,0
0,2,43,3,8,1,4,4900.0,45,15,6,2,50,5,23,2,2.98,0
2,1,37,1,5,1,1,6600.0,31,2,11,14,25,16,12,2,4.57,0
5,2,53,3,2,1,4,4900.0,47,42,22,6,100,6,29,1,4.06,1
6,2,55,1,3,1,3,7800.0,37,2,26,2,75,12,20,0,4.31,0
8,2,57,2,1,1,3,5200.0,37,21,11,13,25,4,11,2,2.82,0
3,1,54,4,9,1,1,4950.0,53,21,3,4,50,19,43,1,2.33,1
4,2,50,2,6,0,1,4400.0,32,38,12,4,75,6,54,2,3.96,0
5,1,47,6,4,0,4,7700.0,49,38,17,9,75,5,39,1,3.8,0
3,2,50,4,4,2,3,5850.0,55,48,19,12,100,15,37,2,1.54,0
5,2,44,1,4,0,1,6600.0,36,13,24,9,75,17,73,2,2.33,0
3,1,22,6,10,1,3,7150.0,37,42,18,6,25,15,86,0,2.92,0
8,1,38,2,4,0,4,5600.0,31,7,4,8,0,16,17,2,2.88,0
7,2,60,3,3,1,2,4200.0,52,29,14,12,0,9,22,0,3.87,0
6,1,22,0,8,1,4,8400.0,58,18,21,12,50,14,85,2,4.14,0
2,0,59,6,9,1,4,7700.0,58,19,11,7,25,12,44,0,4.34,0
6,0,56,2,8,0,4,5600.0,48,45,29,14,0,9,64,0,3.82,0
5,2,53,5,5,0,2,6000.0,40,36,18,3,0,14,7,1,3.02,0
2,2,47,5,4,1,4,7000.0,47,42,5,13,100,11,56,0,2.97,0
0,1,55,6,1,1,3,7150.0,55,12,1,1,0,4,83,0,3.27,0
0,2,25,5,9,2,3,6500.0,54,18,23,5,100,2,0,1,4.53,0
2,1,23,1,5,2,1,6600.0,35,5,23,3,25,9,88,2,3.65,0
0,0,29,0,1,0,4,8400.0,34,30,2,6,0,18,71,0,1.46,0
4,2,47,0,3,0,1,6600.0,49,25,22,1,0,16,31,2,2.81,0
4,1,50,1,0,1,3,7800.0,53,40,3,12,0,17,34,2,3.53,0
3,2,45,2,1,0,1,4400.0,34,3,27,9,100,15,6,1,1.87,1
3,2,53,1,3,1,5,9000.0,36,1,18,1,100,13,1,0,3.12,0
8,2,55,4,7,2,5,6750.0,32,35,24,10,0,5,41,2,2.84,0
0,2,26,3,1,1,4,4900.0,49,42,21,8,25,2,1,0,3.34,0
1,1,59,5,1,0,3,6500.0,33,21,23,7,0,6,11,0,2.24,0
1,2,54,0,5,1,3,7800.0,39,47,25,10,0,18,77,0,4.76,0
2,2,48,3,7,1,5,5250.0,38,26,18,8,0,5,23,0,4.03,0
4,2,26,6,4,0,2,6600.0,48,45,8,3,75,8,55,1,3.68,0
3,2,42,0,9,1,3,7800.0,52,5,8,4,0,14,77,0,2.6,0
4,2,22,4,4,1,5,6750.0,55,32,12,7,75,10,26,2,3.5,0
4,2,55,0,5,1,1,6600.0,47,41,2,0,0,3,56,1,2.91,0
6,1,57,4,1,1,4,6300.0,37,34,8,0,25,18,59,2,2.87,0
2,2,46,5,5,1,1,5500.0,43,9,12,4,25,14,82,1,2.61,0
3,1,51,2,1,1,2,4800.0,38,9,27,14,100,5,45,1,2.02,0
1,2,38,3,1,0,2,4200.0,60,45,26,14,25,16,52,1,4.41,0
3,1,24,3,7,2,4,4900.0,45,38,26,14,0,4,47,0,1.22,0
5,2,32,5,5,2,2,6000.0,41,7,6,5,50,15,47,1,1.12,0
6,1,28,0,3,1,2,7200.0,43,37,24,3,0,9,55,2,4.01,1
6,1,44,3,0,3,3,4550.0,40,0,2,5,100,18,30,1,3.29,0
7,1,41,0,9,0,4,8400.0,59,27,2,11,25,14,7,1,4.09,0
7,1,46,1,3,1,5,9000.0,36,6,19,11,50,17,38,2,4.5,0
3,2,29,1,6,2,3,7800.0,50,36,9,8,75,16,72,1,3.45,0
6,1,32,3,2,1,1,3850.0,35,13,12,6,50,14,36,2,1.59,0
8,2,34,3,3,3,3,4550.0,39,29,12,11,25,3,38,0,4.2,0
4,2,39,4,5,0,1,4950.0,45,31,9,12,75,15,86,1,1.25,0
5,2,39,2,3,0,2,4800.0,60,40,19,1,25,16,65,1,4.2,0
2,1,50,3,5,3,5,5250.0,32,44,0,14,75,6,6,1,4.55,0
8,2,25,2,8,0,1,4400.0,41,35,6,5,100,16,36,1,3.49,0
3,1,46,4,5,1,4,6300.0,39,24,4,9,75,18,92,0,2.2,0
0,2,51,3,3,0,5,5250.0,31,12,18,1,0,9,27,1,4.32,0
1,2,34,2,5,1,1,4400.0,43,28,24,7,50,6,46,1,3.26,0
2,2,40,1,3,0,1,6600.0,31,20,21,11,75,10,21,0,4.04,0
4,1,28,3,0,1,4,4900.0,55,0,13,13,25,17,36,1,1.41,1
1,1,41,4,6,1,2,5400.0,37,35,21,13,50,17,43,0,4.09,1
8,2,32,5,3,1,2,6000.0,52,41,9,7,50,18,45,0,1.92,0
4,1,56,2,5,1,3,5200.0,57,13,1,2,100,2,82,1,1.03,0
0,1,53,5,7,1,2,6000.0,33,17,18,14,75,7,66,1,2.67,0
2,2,36,6,4,0,4,7700.0,46,48,25,12,25,1,69,1,3.74,0
0,1,33,5,2,2,5,7500.0,51,23,17,12,75,13,10,2,3.94,0
5,2,22,3,9,0,2,4200.0,30,37,7,5,50,8,93,1,1.53,0
3,2,22,5,3,1,4,7000.0,32,33,19,14,25,15,23,0,2.77,0
6,2,55,5,9,1,1,5500.0,31,43,27,13,25,11,80,0,4.64,0
6,2,46,2,5,0,3,5200.0,52,5,8,11,0,11,58,0,4.14,0
7,1,33,1,7,2,5,9000.0,60,2,1,0,0,8,44,1,4.11,0
8,2,43,0,0,2,2,7200.0,46,13,25,3,25,19,13,0,3.78,1
7,2,51,0,3,0,4,8400.0,41,8,1,13,75,19,83,2,3.66,0
3,1,22,0,1,1,4,8400.0,37,45,21,0,0,18,87,2,4.88,0
3,2,32,1,4,1,1,6600.0,55,38,6,2,75,12,55,2,1.17,0
7,1,33,3,5,1,5,5250.0,51,49,2,10,100,4,64,1,2.22,0
2,2,33,1,7,2,4,8400.0,34,14,11,8,75,16,39,2,3.64,0
3,2,25,2,2,1,3,5200.0,42,27,27,14,50,3,33,2,2.41,0
0,2,56,5,3,0,1,5500.0,33,42,22,7,100,4,60,2,4.3,0
3,1,58,5,4,1,5,7500.0,50,42,15,1,25,6,65,1,2.99,0
6,1,54,2,1,1,4,5600.0,51,9,18,13,25,17,57,1,1.11,0
7,2,38,6,3,0,2,6600.0,56,12,22,14,25,8,81,0,4.63,0
4,1,51,2,4,1,5,6000.0,41,22,10,6,50,8,10,1,3.86,0
5,1,34,6,0,1,1,6050.0,34,6,18,13,0,3,52,0,1.55,0
8,1,52,3,7,0,2,4200.0,30,42,18,1,25,15,15,1,1.76,0
7,1,28,2,7,1,4,5600.0,47,28,24,6,50,17,81,1,4.18,0
7,1,52,5,8,1,5,7500.0,30,11,12,8,50,16,88,2,4.43,1
6,2,60,6,8,0,4,7700.0,55,19,8,0,75,4,60,0,1.88,1
5,2,45,1,6,2,4,8400.0,34,6,3,6,75,2,49,1,3.1,1
2,0,47,1,1,0,5,9000.0,48,3,27,9,50,16,33,1,3.79,1
0,1,59,4,9,0,4,6300.0,30,47,9,8,25,3,26,1,3.52,0
5,2,53,5,9,1,5,7500.0,50,10,22,11,100,6,40,0,3.21,0
5,1,30,1,8,0,5,9000.0,55,37,12,3,25,11,1,1,4.39,0
8,1,40,1,6,2,4,8400.0,46,17,6,4,75,8,6,1,2.17,0
2,2,44,4,8,2,3,5850.0,44,21,21,10,25,1,79,0,2.32,1
6,2,53,2,3,1,4,5600.0,58,38,21,9,25,12,56,1,4.26,0
1,1,37,6,4,3,4,7700.0,59,21,29,7,50,17,19,2,1.27,0
0,2,56,2,8,1,1,4400.0,54,14,24,10,0,10,90,2,4.76,0
2,1,54,1,0,2,3,7800.0,50,27,14,8,100,2,82,0,3.32,0
8,1,56,6,8,1,5,8250.0,34,7,25,5,25,11,19,1,3.6,0
7,2,40,6,9,0,2,6600.0,53,2,9,8,0,12,76,2,1.17,1
1,1,46,0,9,1,5,9000.0,54,6,14,9,75,2,53,1,4.69,1
0,0,31,0,0,2,2,7200.0,60,18,24,8,75,5,9,0,4.59,0
3,2,47,6,3,1,4,7700.0,38,16,25,4,75,17,26,1,2.45,0
2,2,46,5,0,1,1,5500.0,60,30,29,12,100,15,99,2,3.97,0
6,0,37,4,6,0,3,5850.0,43,13,17,1,0,11,10,1,4.25,0
1,2,24,1,2,3,1,6600.0,41,37,2,8,0,18,85,1,1.76,0
5,2,36,3,6,1,3,4550.0,51,8,16,9,50,7,87,0,4.29,0
5,1,51,2,9,2,4,5600.0,42,30,2,11,25,16,9,1,3.35,0
6,1,31,6,3,1,5,8250.0,34,33,25,5,75,19,60,0,2.3,0
6,2,31,1,7,1,5,9000.0,34,23,1,2,25,16,0,0,1.34,0
0,2,40,3,3,2,3,4550.0,36,9,16,5,100,17,38,2,2.87,0
3,1,37,2,5,2,2,4800.0,55,49,24,7,100,15,29,1,3.19,0
6,1,52,5,7,0,4,7000.0,57,48,19,14,75,12,46,2,2.31,0
6,2,37,1,3,1,2,7200.0,45,27,2,6,25,9,16,1,3.57,0
8,2,31,4,7,2,2,5400.0,45,27,29,14,0,16,16,2,1.5,0
6,1,30,1,8,0,4,8400.0,58,3,5,12,25,3,65,0,2.88,0
2,2,55,2,4,0,4,5600.0,38,16,14,5,50,14,38,0,2.78,1
8,1,55,1,8,1,3,7800.0,31,33,12,13,50,11,0,0,4.82,0
7,2,31,2,2,1,4,5600.0,49,26,29,2,75,6,98,1,4.47,0
7,1,42,1,8,0,4,8400.0,55,36,23,0,50,1,74,2,4.05,0
6,1,48,3,3,0,5,5250.0,41,42,20,11,50,3,35,1,4.02,0
6,2,55,3,7,0,2,4200.0,38,42,9,12,75,16,45,2,2.51,0
6,2,33,6,2,1,2,6600.0,38,14,11,6,50,11,91,2,1.66,0
5,2,51,5,7,0,2,6000.0,50,22,29,5,25,4,32,0,2.75,0
3,1,45,4,9,1,4,6300.0,46,23,5,0,0,19,84,0,1.59,0
1,2,40,4,4,0,1,4950.0,59,17,27,4,75,1,92,1,1.38,0
2,2,31,6,4,0,2,6600.0,32,31,6,8,25,11,46,1,3.88,0
7,1,51,5,9,1,2,6000.0,30,26,2,4,50,7,33,1,1.5,0
8,1,58,5,5,1,4,7000.0,35,8,16,12,75,14,72,0,2.8,0
5,1,27,5,4,1,3,6500.0,53,48,14,7,0,8,5,1,4.74,0
8,1,25,5,2,1,4,7000.0,38,0,1,0,25,8,34,2,1.69,0
2,1,52,4,9,1,3,5850.0,55,38,22,10,50,17,83,1,4.99,0
7,2,24,0,1,1,5,9000.0,56,4,2,5,100,15,3,0,3.83,0
6,1,58,4,2,3,3,5850.0,47,21,25,5,25,10,70,0,4.94,0
5,2,49,5,8,1,5,7500.0,32,3,8,13,50,16,16,1,4.51,0
7,2,52,1,0,0,3,7800.0,48,17,1,3,25,3,67,1,3.69,0
4,1,59,0,6,0,3,7800.0,50,9,25,13,75,16,56,1,4.51,0
1,2,35,3,6,0,1,3850.0,56,7,18,5,50,5,52,2,3.35,0
4,1,59,6,4,0,4,7700.0,59,26,6,8,0,7,14,2,2.33,0
6,1,39,0,5,1,5,9000.0,31,21,29,1,0,4,33,2,4.67,0
0,1,46,5,9,1,1,5500.0,33,45,23,3,25,8,87,2,3.75,0
7,2,53,1,8,2,5,9000.0,33,25,8,12,50,8,46,0,2.25,0
7,1,33,2,6,2,5,6000.0,33,29,0,1,0,19,61,2,2.94,0
3,1,37,2,8,1,2,4800.0,44,25,12,0,100,19,68,1,3.44,0
1,1,30,2,7,1,4,5600.0,47,43,5,12,50,17,35,0,3.62,0
8,2,46,0,0,1,1,6600.0,38,44,1,12,100,13,90,0,2.62,0
2,1,35,1,7,1,4,8400.0,34,38,17,12,50,16,40,1,2.24,0
8,2,46,4,6,1,1,4950.0,47,29,18,9,100,9,97,0,4.07,0
8,1,48,2,4,1,1,4400.0,59,14,29,14,50,12,32,2,4.67,0
4,1,24,6,2,2,4,7700.0,33,36,0,3,25,5,59,2,1.42,0
6,1,32,2,7,0,3,5200.0,38,28,25,14,50,5,36,2,1.7,0
2,2,47,2,3,1,3,5200.0,35,29,17,14,100,13,97,2,4.58,0
4,1,56,1,3,1,1,6600.0,50,9,14,4,50,6,1,1,1.11,0
0,2,48,1,7,3,5,9000.0,55,4,25,3,0,1,66,1,3.09,0
2,2,24,6,2,1,5,8250.0,51,44,20,2,0,9,1,0,1.28,0
7,1,30,1,6,1,3,7800.0,38,14,23,5,25,19,75,2,4.16,0
5,2,46,3,6,0,1,3850.0,55,10,25,1,0,11,47,2,2.39,0
7,1,36,4,1,1,3,5850.0,46,17,14,9,75,18,46,2,2.32,0
3,2,41,5,2,1,2,6000.0,47,15,3,9,25,6,86,2,3.35,0
1,1,54,3,6,1,1,3850.0,49,20,17,4,100,19,34,2,2.39,0
8,2,48,3,6,2,2,4200.0,36,1,16,9,100,19,76,2,4.15,0
0,1,51,4,8,0,2,5400.0,40,42,8,5,100,4,58,1,2.5,0
2,1,57,2,2,1,2,4800.0,38,9,28,14,50,14,15,1,4.98,0
1,2,34,4,0,0,4,6300.0,59,28,22,2,100,7,45,0,4.3,0
1,2,36,5,8,0,4,7000.0,57,37,17,13,0,13,23,1,1.41,0
0,2,34,4,0,1,3,5850.0,51,6,3,14,50,4,23,0,4.46,0
4,2,23,5,8,1,5,7500.0,42,39,14,12,0,8,48,2,4.88,0
4,2,36,2,8,0,1,4400.0,55,15,29,1,25,10,41,2,3.47,0
4,1,26,6,2,1,2,6600.0,45,42,19,14,75,15,43,2,3.34,0
7,0,34,1,4,1,2,7200.0,57,40,8,12,50,1,16,0,2.59,1
2,2,58,3,2,1,1,3850.0,46,32,19,14,0,12,95,0,4.22,0
4,2,58,6,3,1,1,6050.0,59,43,0,12,25,2,59,1,2.01,0
0,1,48,0,2,2,5,9000.0,41,5,11,13,50,17,4,0,2.9,0
5,1,24,5,5,1,2,6000.0,44,32,17,6,75,16,62,1,2.48,0
1,1,54,6,7,2,5,8250.0,46,0,20,7,75,4,6,0,1.25,0
8,2,34,3,2,0,4,4900.0,40,42,7,6,0,7,69,2,4.41,0
2,1,50,6,0,2,1,6050.0,35,43,23,7,100,18,90,1,3.66,0
4,1,44,6,4,0,3,7150.0,60,28,4,11,100,15,83,1,3.93,0
6,1,37,1,8,1,2,7200.0,45,40,25,0,50,7,98,1,3.95,1
8,1,47,1,8,1,1,6600.0,43,4,9,8,50,11,80,0,1.43,0
7,2,44,5,2,1,3,6500.0,44,37,3,13,25,12,21,2,2.23,0
2,1,53,1,2,2,5,9000.0,31,32,25,6,50,13,34,0,4.27,0
8,1,29,2,7,1,2,4800.0,30,45,8,1,50,16,87,1,4.78,0
4,2,39,2,5,0,2,4800.0,49,33,4,4,25,5,88,0,3.71,0
2,2,40,4,5,0,5,6750.0,42,39,6,1,75,6,36,2,3.54,0
8,1,48,6,4,2,3,7150.0,59,11,5,5,100,8,64,1,4.06,0
5,2,34,0,7,1,2,7200.0,55,13,11,7,25,4,85,1,4.39,0
8,2,58,4,9,1,4,6300.0,46,24,18,5,25,16,21,2,3.06,0
3,2,31,0,5,0,2,7200.0,58,25,20,13,75,2,73,0,2.12,0
7,2,59,5,9,2,2,6000.0,54,43,1,2,50,8,17,2,3.13,0
3,1,53,0,7,0,2,7200.0,41,39,22,0,75,12,96,0,1.58,0
1,2,24,3,8,1,2,4200.0,58,48,25,13,50,12,1,0,4.97,0
2,2,28,4,5,1,5,6750.0,32,6,23,14,100,1,40,2,1.39,0
3,1,53,3,5,0,3,4550.0,57,33,7,13,25,1,39,2,3.52,0
5,2,31,0,4,1,3,7800.0,36,16,18,8,0,13,92,0,2.38,0
8,1,24,3,9,0,2,4200.0,33,11,22,12,0,6,31,1,1.26,0
2,1,49,1,1,1,4,8400.0,55,4,3,13,0,14,54,2,1.85,0
5,1,22,4,5,2,1,4950.0,56,18,14,10,50,4,51,1,1.27,0
1,1,58,0,4,1,4,8400.0,43,1,14,7,75,2,58,0,2.09,0
3,1,31,1,5,1,3,7800.0,55,29,22,6,75,15,17,1,2.04,0
4,1,23,5,5,0,2,6000.0,47,4,15,7,50,11,54,2,1.48,0
7,1,32,5,1,2,4,7000.0,32,42,28,13,25,6,2,0,3.33,0
3,2,30,2,7,2,3,5200.0,46,17,10,10,25,17,70,2,3.43,0
0,0,31,3,5,0,3,4550.0,37,47,13,8,75,14,21,0,1.34,0
2,2,23,5,3,1,3,6500.0,34,42,17,1,75,7,53,2,1.06,0
1,1,24,5,4,1,5,7500.0,44,37,0,4,75,18,92,0,1.54,0
6,2,55,6,7,1,3,7150.0,57,42,8,9,25,10,34,0,2.38,0
1,2,37,4,8,1,1,4950.0,32,40,7,10,100,16,31,2,1.23,0
8,1,48,0,1,1,5,9000.0,53,8,15,5,75,2,90,0,2.53,1
8,2,42,5,4,1,1,5500.0,37,29,18,6,25,19,74,1,1.39,0
1,2,60,2,8,1,3,5200.0,60,37,3,0,100,7,50,2,3.2,0
0,2,39,6,8,2,5,8250.0,56,37,7,5,50,19,22,2,3.36,1
5,2,37,5,5,1,2,6000.0,57,20,24,9,25,16,49,1,4.51,1
1,0,45,3,0,2,1,3850.0,36,0,12,7,25,19,55,0,2.01,0
7,2,30,5,1,1,1,5500.0,52,33,0,12,75,8,81,2,1.34,1
0,1,59,5,7,0,1,5500.0,59,16,21,0,50,16,29,1,3.92,0
1,1,36,1,1,1,2,7200.0,40,22,15,2,50,7,70,0,3.05,0
7,2,43,3,8,1,3,4550.0,34,6,25,10,25,9,74,2,1.74,0
0,2,50,2,1,2,4,5600.0,41,43,29,6,100,14,56,0,1.27,0
4,0,24,2,5,0,1,4400.0,37,3,14,7,50,4,71,0,3.87,0
1,1,28,6,6,1,4,7700.0,54,13,20,8,100,7,77,0,1.91,0
4,2,40,1,5,1,3,7800.0,33,8,12,5,75,1,39,1,1.57,0
6,1,31,2,1,0,2,4800.0,56,44,28,14,75,5,11,0,2.86,0
2,2,27,3,1,0,5,5250.0,60,12,14,3,0,13,75,1,2.42,0
0,1,28,2,5,1,3,5200.0,54,27,0,6,50,17,93,1,4.27,0
7,2,35,3,1,1,2,4200.0,59,15,26,12,50,19,87,2,2.71,1
1,2,43,0,3,0,3,7800.0,55,6,29,5,75,13,14,2,2.73,0
2,2,22,5,2,3,3,6500.0,38,12,10,7,100,7,52,2,1.05,0
7,2,56,2,6,1,2,4800.0,47,28,13,14,75,15,73,1,4.97,0
4,1,25,5,1,1,4,7000.0,54,34,1,4,25,5,12,1,3.96,0
6,1,33,0,3,1,3,7800.0,45,47,21,6,75,15,69,0,4.67,0
6,2,52,0,9,1,1,6600.0,41,14,9,12,25,12,25,2,4.89,0
2,0,29,5,4,1,4,7000.0,58,15,3,8,0,16,50,1,3.56,0
8,1,34,2,8,0,1,4400.0,60,12,21,8,0,16,89,0,2.92,0
2,1,49,6,6,1,4,7700.0,37,15,29,4,100,7,89,2,2.45,0
0,2,27,5,2,2,1,5500.0,34,6,29,4,100,7,53,0,1.2,0
7,2,27,0,5,1,1,6600.0,56,45,1,11,0,1,93,2,1.87,0
7,1,49,6,4,0,5,8250.0,59,16,8,10,25,10,98,0,3.78,0
5,1,25,2,2,1,4,5600.0,32,8,15,1,0,12,87,2,2.11,0
5,2,25,1,4,2,1,6600.0,55,8,1,8,25,16,84,0,3.32,0
1,1,26,1,1,1,5,9000.0,59,36,3,0,0,8,9,0,1.47,0
8,1,42,4,6,1,5,6750.0,48,35,14,1,0,9,89,0,2.81,1
3,1,57,6,3,0,1,6050.0,47,16,12,11,0,7,96,0,2.22,0
5,1,53,5,3,1,4,7000.0,54,34,4,14,25,17,62,1,1.66,0
1,1,35,5,1,1,2,6000.0,59,31,14,12,25,9,43,1,1.09,1
8,1,42,3,0,1,4,4900.0,32,10,1,14,75,17,91,0,3.55,0
3,1,43,6,3,1,3,7150.0,50,35,23,4,75,7,30,0,2.71,0
1,0,34,1,6,0,1,6600.0,30,49,18,6,100,5,73,2,1.69,0
2,1,55,3,8,0,3,4550.0,32,22,17,2,0,10,15,1,1.0,1
7,2,35,2,5,1,2,4800.0,55,13,2,9,0,12,9,2,4.57,0
0,2,58,6,1,1,2,6600.0,36,16,5,8,0,17,69,0,4.45,0
8,2,30,5,3,1,4,7000.0,45,42,27,3,25,8,73,2,2.98,0
4,1,47,1,7,1,2,7200.0,42,37,1,14,0,11,26,2,4.83,0
3,2,56,1,7,0,3,7800.0,39,4,16,1,75,18,20,0,2.76,0
0,1,41,2,6,0,3,5200.0,39,19,28,5,50,9,2,0,3.64,0
0,1,41,3,5,0,2,4200.0,46,12,25,13,25,16,59,1,1.64,1
0,1,50,4,6,1,2,5400.0,30,19,4,10,25,6,46,0,2.33,0
7,0,55,0,8,1,2,7200.0,56,39,18,11,0,17,22,2,2.54,0
3,1,51,5,9,1,2,6000.0,32,11,11,6,0,12,25,2,2.53,0
8,1,37,1,9,0,1,6600.0,33,7,4,0,0,8,46,0,3.46,0
2,1,48,5,0,1,1,5500.0,32,11,6,9,100,6,1,1,1.03,0
1,2,23,3,2,0,1,3850.0,60,5,22,0,50,12,97,0,2.33,0
5,2,60,2,6,1,4,5600.0,52,3,14,7,0,4,77,1,1.46,0
6,2,28,6,4,1,1,6050.0,33,8,8,14,75,9,90,0,3.34,0
7,2,26,2,5,1,2,4800.0,34,12,6,14,50,15,56,0,2.21,0
4,2,45,4,7,0,2,5400.0,55,4,29,0,25,8,39,1,3.56,0
7,2,36,3,8,0,2,4200.0,49,30,27,1,100,4,94,0,1.73,0
1,1,59,5,8,0,1,5500.0,60,25,10,4,50,12,49,0,3.02,0
3,2,46,3,3,1,4,4900.0,30,4,9,12,0,13,22,0,3.06,1
7,1,38,6,9,1,1,6050.0,60,23,22,6,25,10,62,0,3.26,0
8,1,31,2,5,2,3,5200.0,34,4,5,11,50,12,54,2,4.05,0
4,1,25,5,2,1,4,7000.0,39,2,4,1,25,3,96,1,4.79,0
1,1,56,5,0,1,2,6000.0,42,22,25,9,75,4,9,1,3.25,0
0,2,37,2,3,2,3,5200.0,51,22,21,10,25,8,30,0,1.08,0
1,1,54,3,9,0,2,4200.0,30,20,4,5,100,16,80,1,4.51,0
6,2,46,5,1,0,1,5500.0,48,36,12,5,75,1,82,2,1.81,0
5,2,22,0,5,1,5,9000.0,51,31,12,5,50,17,87,0,3.16,0
3,1,28,1,7,1,3,7800.0,43,3,25,5,75,1,36,1,4.66,0
5,1,54,0,1,1,4,8400.0,57,18,25,9,0,11,57,2,1.39,0
0,1,55,1,0,2,5,9000.0,59,43,19,8,75,10,34,2,3.39,0
0,1,24,3,5,1,5,5250.0,47,11,15,12,100,14,47,0,1.57,0
6,2,39,4,7,0,3,5850.0,36,14,14,13,100,16,49,2,4.98,0
7,1,48,6,9,1,2,6600.0,34,48,1,10,50,11,16,1,2.71,1
4,0,58,0,9,1,4,8400.0,53,8,2,2,100,13,75,1,4.2,0
5,1,30,3,0,2,2,4200.0,46,21,3,13,75,19,35,0,1.6,0
5,1,45,3,1,0,5,5250.0,40,23,5,9,100,17,46,0,2.59,0
5,2,35,0,1,1,5,9000.0,54,2,23,8,50,7,9,2,4.28,0
6,2,42,4,9,2,3,5850.0,60,42,26,6,50,8,80,2,4.96,0
6,2,54,4,6,0,2,5400.0,55,12,21,0,50,4,87,1,4.15,0
5,1,51,1,1,1,4,8400.0,33,9,0,2,0,13,35,1,3.36,0
7,2,32,0,1,1,1,6600.0,30,37,2,12,100,14,55,2,4.81,0
3,2,52,4,6,0,1,4950.0,60,10,4,11,25,5,40,2,2.63,1
6,2,41,6,7,1,2,6600.0,58,1,10,7,100,2,71,2,4.94,0
2,2,29,3,5,0,5,5250.0,31,16,13,5,50,17,84,0,3.05,0
0,2,58,5,4,1,2,6000.0,35,32,6,10,0,4,2,2,1.95,0
4,2,48,0,9,0,4,8400.0,46,36,15,2,100,5,16,2,3.8,0
3,1,41,4,5,0,1,4950.0,54,22,19,0,50,3,58,1,1.66,1
1,1,29,1,7,0,5,9000.0,40,25,20,11,100,10,31,1,4.6,0
6,2,26,1,3,2,1,6600.0,57,15,11,4,25,19,75,0,1.4,0
0,2,59,4,8,0,4,6300.0,45,19,12,5,100,14,87,2,2.97,0
6,2,40,0,8,3,4,8400.0,32,26,5,10,100,18,32,1,4.62,0
6,1,49,6,1,0,4,7700.0,46,31,29,9,100,5,14,1,3.64,0
8,1,32,1,3,1,3,7800.0,40,47,17,9,75,6,24,2,2.92,0
5,1,56,2,1,1,2,4800.0,54,10,7,11,0,11,51,1,3.28,0
0,2,47,6,0,0,5,8250.0,34,40,20,9,50,1,41,1,3.03,0
6,1,32,5,0,1,3,6500.0,47,25,21,5,25,15,72,0,2.4,0
8,1,32,0,7,0,3,7800.0,45,33,4,10,25,7,46,1,1.64,0
5,1,55,0,1,1,3,7800.0,56,24,1,0,100,19,56,2,1.25,0
1,1,39,1,1,2,2,7200.0,39,37,12,14,75,1,18,0,2.28,0
4,2,53,0,7,1,2,7200.0,39,48,19,5,75,16,80,2,1.66,1
7,2,29,6,4,1,3,7150.0,37,49,11,9,100,6,94,1,2.27,0
3,2,41,4,6,1,2,5400.0,54,36,4,13,50,12,45,1,1.66,0
1,1,60,4,2,3,4,6300.0,35,26,3,10,100,1,12,0,4.16,0
